CONTRACTID,TITLE,TOTALOPTIONYEARS,CURRENTOPTIONYEAR,CITYWIDE,AGENCY,AGENCYNAME,PROCUREMENTMETHOD,CONTRACTTYPE,MARKETTYPE,AMOUNT,LASTMODIFIED,CONTRACTSTATUS,AWARDDATE,EFFECTIVEDATE,EXPIRATIONDATE,OWNER,CONTRACTINGOFFICER,SUPPLIER,AWARDDOC,COMMODITY,SOLICITATIONID,DSC_LAST_MOD_DTTM,OBJECTID
CW33651,"BizGov Solutions, LLC OY1 FY 15",3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,100000,2014-12-11T19:50:00.000Z,Expired,2013-09-24T00:00:00.000Z,2014-09-24T00:00:00.000Z,2015-09-23T00:00:00.000Z,T. Nicole Starwood,Callie Byrd-Williams,"BizGov Solutions, LLC",,9625800 : Professional Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,7331
CW22525,DCSS - MOBIS - PRM Consulting,4.000000000000000,Option 1,1,,,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,950000,2014-10-23T16:33:00.000Z,Expired,2013-06-13T00:00:00.000Z,2014-09-24T00:00:00.000Z,2015-09-23T00:00:00.000Z,Uranus Anderson,Sanaz Etminan,PRM CONSULTING INC,,9180000 : CONSULTING SERVICES,,2018-07-12T16:10:47.000Z,7332
CW22241,Dispatch & Lot Management System,4.000000000000000,Option 1,,KT0,DEPARTMENT OF PUBLIC WORKS,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,58000,2015-03-19T20:44:00.000Z,Expired,2013-09-24T00:00:00.000Z,2014-09-24T00:00:00.000Z,2015-09-23T00:00:00.000Z,Oluwatobi Meduoye,James Roberts,"UR International, Inc.",,"2065472 : SOFTWARE, GEOGRAPHIC INFORMATION SYSTEMS (GIS), PRE-PACKAGED",,2018-07-12T16:10:47.000Z,7333
CW31397,McAfee Enterprise Manager - OCTO - FY14 - IT,1.000000000000000,Base Period,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,GSA (Federal Supply Schedule),Firm Fixed Price,Open,246137.74,2017-12-19T13:48:00.000Z,Closed,2014-09-26T00:00:00.000Z,2014-09-26T00:00:00.000Z,2015-09-25T00:00:00.000Z,Chi Hui Yi,Chi Hui Yi,DynTek Services Inc.,,9204500 : Software Maintenance/Support,,2018-07-12T16:10:47.000Z,7334
CW32159,St. Elizabeths East Gateway  Pavilion Kitchen Equipment (R.I.S.E.  Demo Center),0.000000000000000,Base Period,,EB0,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,GSA (Federal Supply Schedule),Firm Fixed Price,Open,170444,2014-10-08T16:12:00.000Z,Expired,2014-09-26T00:00:00.000Z,2014-09-26T00:00:00.000Z,2014-11-30T00:00:00.000Z,Lindel Reid,Jacqueline McDonald,CURTIS EQUIPMENT INC.,,7407065 : REFRIGERATORS,,2018-07-12T16:10:47.000Z,7335
CW31707,DOH HAHSTA HIV Housing Client Assessment,3.000000000000000,Base Period,,HC0,DEPARTMENT OF HEALTH,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,167723.93,2016-10-27T14:09:00.000Z,Expired,2014-09-26T00:00:00.000Z,2014-09-26T00:00:00.000Z,2015-09-25T00:00:00.000Z,Hakima Muhammad,Allison Robertson,"ENTERPRISE COMMUNITY PARTNERS,",,9186300 : Housing Consulting,,2018-07-12T16:10:47.000Z,7336
CW31753,FY15-Pitney Bowes Mail Metering Services,4.000000000000000,Base Period,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,GSA (Federal Supply Schedule),Firm Fixed Price,Open,20000,2015-03-25T14:29:00.000Z,Expired,2014-09-25T00:00:00.000Z,2014-09-30T00:00:00.000Z,2015-09-30T00:00:00.000Z,Andrew Sterling,Jerome Johnson,PITNEY BOWES,,6007700 : Postage Meters,,2018-07-12T16:10:47.000Z,7337
CW30426,5 Year Stategic Plan to End Homelessness,1.000000000000000,Option 1,,AA0,OFFICE OF THE MAYOR,Small Purchase,Firm Fixed Price,Open,50000,2014-12-29T13:38:00.000Z,Closed,2014-07-30T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Alisha Wright,Heather Reynolds,"Common Ground Communities, Inc",,9625800 : Professional Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,7338
CW29654,Academic Partnership (DOH-HAHSTA)-GWU,4.000000000000000,Base Period,,HC0,DEPARTMENT OF HEALTH,Sole Source,Requirements,Open,945018,2015-10-08T15:17:00.000Z,Expired,2014-09-26T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Michael Etekochay,Hakima Muhammad,GEORGE WASHINGTON UNIVERSITY,,9567000 : Research Services (Other Than Business),,2018-07-12T16:10:47.000Z,7339
CW33805,"American Healath Care Services, Inc. OY1 FY15",3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Firm Fixed Price,Open,216072.81,2014-12-18T18:02:00.000Z,Expired,2013-12-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,T. Nicole Starwood,Callie Byrd-Williams,American Health Care Services,,"9529265 : RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",,2018-07-12T16:10:47.000Z,7340
CW33784,"Associated Community Services, Inc. BY FY15",4.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Firm Fixed Price,Open,948889.4,2014-12-16T14:58:00.000Z,Expired,2014-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,T. Nicole Starwood,Callie Byrd-Williams,ASSOCIATED COMMUNITY SERVICES,,"9529265 : RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",,2018-07-12T16:10:47.000Z,7341
CW30295,BIG Electrical Contractors (BIG Incorporated) - OY1,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,9500,2014-10-02T04:01:00.000Z,Expired,2013-09-13T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,BIG INCORPORATED,,"9313051 : MAINTENANCE AND SERVICE ON MICROWAVE OVENS, COMMERCIAL TYPE",,2018-07-12T16:10:47.000Z,7342
CW32632,"Bourn Enterprises, LLC TA Unlimited Opportunities-  OY2 (PARTIAL)",2.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Firm Fixed Price,Open,53000,2014-10-24T18:19:00.000Z,Expired,2012-10-23T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,CHRISTOPHER BOURN,,9520000 : HUMAN SERVICES,,2018-07-12T16:10:47.000Z,7343
CW32738,"Capital Care, Inc, OY2 FY 15",2.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Firm Fixed Price,Open,1107414.51,2014-10-29T19:03:00.000Z,Expired,2012-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,T. Nicole Starwood,Janice Parker Watson,"CAPITAL CARE, INC.",,"9529265 : RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",,2018-07-12T16:10:47.000Z,7344
CW31979,"Capital Services & Supplies, Inc - OY1",3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Open,70000,2014-10-03T19:11:00.000Z,Expired,2013-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,Capital Services and Supplies,,9984600 : Furniture,,2018-07-12T16:10:47.000Z,7345
CW18930,Capitol Hill Supportive Services - Vocational Services (OY4 Extension),0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Requirements,Open,90000,2014-10-14T17:13:00.000Z,Expired,2009-12-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,CAPITOL HILL SUPPORTIVE SVCS,,9523900 : Employment Generating Activities,,2018-07-12T16:10:47.000Z,7346
CW25257,Children's National Medical Center WIC,4.000000000000000,Base Period,,HC0,DEPARTMENT OF HEALTH,Human Care Agreements,Firm Fixed Price,Open,700000,2015-01-26T19:24:00.000Z,Expired,2013-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Stephanie Morgan,Hakima Muhammad,CHILDRENS NATIONAL MEDICAL CTR,,9483200 : Dietician Services,,2018-07-12T16:10:47.000Z,7347
CW32080,"Community Connection, Inc. - OY4",0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Requirements,Open,90000,2014-10-06T20:48:00.000Z,Expired,2009-12-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,COMMUNITY CONNECTIONS,,9523900 : Employment Generating Activities,,2018-07-12T16:10:47.000Z,7348
CW29630,"Copier Lease - Xerox - Office on Insurance, Securities, and Banking",5.000000000000000,Option 1,,SR0,"DEPART OF INSURANCE,SECURITIES & BANKING",GSA (Federal Supply Schedule),Indefinite Delivery Indefinite Quantity,Open,26072.1,2015-09-04T16:23:00.000Z,Expired,2014-06-25T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Constance Weaver Thomas,Heather Reynolds,XEROX CORPORATION,,9852691 : RENTAL OF XEROX COPY MACHINE PARTS AND ACCESSORIES (XEROX OR EQUAL),,2018-07-12T16:10:47.000Z,7349
CW12688,DCFL-2008-F-7012 Warehouse Management Services,4.000000000000000,Option 4,,FL0,DEPARTMENT OF CORRECTIONS,GSA (Federal Supply Schedule),Firm Fixed Price,Set Aside,750305.62,2014-10-23T15:48:00.000Z,Expired,2010-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Peter Kern,Deborah White,EG & G TECHNICAL SERVICE INC,,9581500 : Building and Facilities Management Services,,2018-07-12T16:10:47.000Z,7350
CW32800,DCHC-2012-T-773153-TO001 Breast Canceer Surveillance Chronic,1.000000000000000,Base Period,,HC0,DEPARTMENT OF HEALTH,GSA (Federal Supply Schedule),Requirements,Open,61276.8,2014-10-31T04:00:00.000Z,Expired,2014-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Grace Bolanle Alao,Allison Robertson,Synergetic Information Systems,,9189000 : Strategic Technology Planning and Consulting Services,,2018-07-12T16:10:47.000Z,7351
CW32637,Davis Goodwill Industries dba Goodwill of Greater Washington OY4 (EXTENSION),0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Indefinite Delivery Indefinite Quantity,Open,90000,2014-10-24T18:37:00.000Z,Expired,2010-06-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,Davis Memorial Goodwill Industries,,9523900 : Employment Generating Activities,,2018-07-12T16:10:47.000Z,7352
CW32082,"Deaf-Reach, Inc. - OY4 Extension",0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Indefinite Delivery Indefinite Quantity,Open,90000,2014-10-06T21:02:00.000Z,Expired,2009-12-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,DEAF REACH,,9523900 : Employment Generating Activities,,2018-07-12T16:10:47.000Z,7353
CW19432,"Design, Develop and Maintain Grade.dc.gov Website Project - OPTION YEAR THREE",1.000000000000000,Option 1,,EB0,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,Sole Source,Firm Fixed Price,Open,250000,2014-10-08T11:04:00.000Z,Closed,2012-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Lindel Reid,Jacqueline McDonald,newBrandAnalytics,,9625800 : Professional Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,7354
CW32192,"Diversified Transportation Services, Inc OY2 ",0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,56347.06,2014-10-22T04:00:00.000Z,Expired,2012-06-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-05-31T00:00:00.000Z,T. Nicole Starwood,Janice Parker Watson,DIVERSIFIED TRANSPORTATION SRV,,9595658 : PASSENGER TRANSPORTATION SERVICES,,2018-07-12T16:10:47.000Z,7355
CW31540,Dr. Ann L. B. Williams - OY3,1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,77563,2014-10-02T04:01:00.000Z,Expired,2011-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,DR ANN L B WILLIAMS,,9187800 : Medical Consulting,,2018-07-12T16:10:47.000Z,7356
CW31701,Dr. Esther Pinder - OY3,1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,83450.64,2014-10-02T04:01:00.000Z,Expired,2011-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,DR ESTHER G PINDER,,9187800 : Medical Consulting,,2018-07-12T16:10:47.000Z,7357
CW31843,Dr. Fizzeh S. Nelson Desiderio - OY3,1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,87425,2014-10-01T15:12:00.000Z,Expired,2011-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,FIZZEH S. NELSON-DESIDERIO,,9187800 : Medical Consulting,,2018-07-12T16:10:47.000Z,7358
CW31683,"Dr. James F. Grim, MD - OY3",1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,101320,2014-10-02T04:01:00.000Z,Expired,2012-01-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,James F Grim M,,"9187850 : CONSULTING SERVICES, MEDICAL",,2018-07-12T16:10:47.000Z,7359
CW31845,Dr. Janet S. Brandon - OY3,1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,66194,2014-10-01T15:28:00.000Z,Expired,2011-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,Janet S. Brandon,,9187800 : Medical Consulting,,2018-07-12T16:10:47.000Z,7360
CW31681,Dr. Jaqueline McMorris  - OY3,1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,88550.28,2014-10-02T04:01:00.000Z,Expired,2011-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,DR JACQUELINE MCMORRIS,,9187800 : Medical Consulting,,2018-07-12T16:10:47.000Z,7361
CW31621,Dr. Veronica D. Bedeau - OY3,1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,85320,2014-10-02T04:00:00.000Z,Expired,2011-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,VERONICA BEDEAU,,9187800 : Medical Consulting,,2018-07-12T16:10:47.000Z,7362
CW28070,Extending City-Wide Drug Testing,0.000000000000000,Base Period,1,,,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,100000,2014-11-17T20:07:00.000Z,Expired,2014-04-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-06-30T00:00:00.000Z,Georgette Johnson,Allison Robertson,"Automation Research, Inc. DBA Drug Testing USA",,9520700 : Alcohol and Drug Testing Services,,2018-07-12T16:10:47.000Z,7363
CW27670,FY'14 DOC Professional Services,3.000000000000000,Option 1,,FL0,DEPARTMENT OF CORRECTIONS,Sole Source,Firm Fixed Price,Open,286384,2015-06-04T17:33:00.000Z,Expired,2014-04-07T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Keia Brooks,Deborah White,"The Moss Group, Inc.",,9625800 : Professional Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,7364
CW20577,FY13 DHS Temporary Staffing Services,2.000000000000000,Option 2,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Bid (IFB),Labor Hour,Open,374504,2015-09-03T14:11:00.000Z,Expired,2013-03-12T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Willandria Blount,Wendell Atkinson,MIDTOWN PERSONNEL INC,,9613000 : Employment Agency and Search Firm Services (Including Background Investigations and Drug Testing for Employment),,2018-07-12T16:10:47.000Z,7365
CW20338,FY13-OSSE- Consulting Services- DC CAS Test Security Investigation,2.000000000000000,Option 2,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Competitive Sealed Proposal (RFP),Indefinite Delivery Indefinite Quantity,Open,337500,2015-03-20T19:50:00.000Z,Expired,2013-02-19T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Anthonisha Felton,Marie Niestrath,Alvarez & Marsal Global Forens,,"9240500 : Advisory Services, Educational",,2018-07-12T16:10:47.000Z,7366
CW21138,FY13-Office of the State Superintendent of Education- Cooperative Agreement-Wisconsin Center for Education-WIDA,4.000000000000000,Option 1,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Cooperative Agreements,Firm Fixed Price,Set Aside,437126,2015-08-03T13:33:00.000Z,Closed,2013-04-10T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,William Proctor,Marie Niestrath,Wisconsin Center for Education,,"9240500 : Advisory Services, Educational",,2018-07-12T16:10:47.000Z,7367
CW24713,FY14 DMV Scanning and Imaging,4.000000000000000,Option 1,,KV0,DEPARTMENT OF MOTOR VEHICLES,DC Supply Schedule,Labor Hour,Open,315598,2014-11-20T16:40:00.000Z,Expired,2013-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Dorothy Hale,Tyrone Sweatt,Ross Professional Services,,9613065 : EMPLOYMENT AGENCY SERVICES. THE CONTRACTOR SHALL PROVIDE THE SERVICES OF THE TEMPORARY PERSONNEL AS SPECIFIED BY THE STATE.,,2018-07-12T16:10:47.000Z,7368
CW31007,FY14-IFB-DCHR Commuter Benefits,1.000000000000000,Base Period,,BE0,D.C. DEPARTMENT OF HUMAN RESOURCES,Sole Source,Firm Fixed Price,Open,108000,2015-03-20T20:34:00.000Z,Expired,2014-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Dorothy Hale,Dorothy Hale,"ADP, INC",,9184000 : Employee Benefits Consulting,,2018-07-12T16:10:47.000Z,7369
CW28724,FY14-National Foundation to End Senior Hunger,2.000000000000000,Option 1,,BY0,OFFICE ON AGING,Small Purchase,Firm Fixed Price,Open,100000,2014-12-29T13:37:00.000Z,Closed,2014-06-06T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Alisha Wright,Heather Reynolds,National Foundation to End Senior Hunger,,9524000 : Elderly Assistance Services,,2018-07-12T16:10:47.000Z,7370
CW31654,FY15_OSSE-OGMC-Enrollment Audit FY14_Local,0.000000000000000,Base Period,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Sole Source,Firm Fixed Price,Open,504925.56,2015-05-17T04:00:00.000Z,Expired,2014-09-22T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Marie Niestrath,Marie Niestrath,"F.S. TAYLOR & ASSOCIATES, PC",,9183800 : Education and Training Consulting,,2018-07-12T16:10:47.000Z,7371
CW32618,"Full Circle Employment Solutions, LLC - Partial OY4",0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Indefinite Delivery Indefinite Quantity,Open,90000,2014-10-24T14:59:00.000Z,Expired,2011-03-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,Full Circle Employment Solutions LLC,,"9529000 : Training and Instruction (For Clients, Not Staff)",,2018-07-12T16:10:47.000Z,7372
CW31492,"Gemma M. Nachbahr, PH.D - OY3",1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,69056,2014-10-02T04:00:00.000Z,Expired,2011-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,"GEMMA N. NACHBAHR, PH.D.",,9187800 : Medical Consulting,,2018-07-12T16:10:47.000Z,7373
CW13729,Green Door - OY4 Extension,0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Indefinite Delivery Indefinite Quantity,Open,60000,2014-10-07T15:47:00.000Z,Expired,2009-12-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,GREEN DOOR INC,,9523900 : Employment Generating Activities,,2018-07-12T16:10:47.000Z,7374
CW27403,Hardship Petition Audits,2.000000000000000,Option 1,,DB0,DEPT. OF HOUSING AND COMM. DEVELOPMENT,Small Purchase,Firm Fixed Price,Open,100000,2015-03-25T12:14:00.000Z,Closed,2014-03-10T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,"Mahoney, Karen E.",Heather Reynolds,SAMSON T. A. AND ASSOCIATES,,9462000 : Auditing,,2018-07-12T16:10:47.000Z,7375
CW30857,Holder Enterprises DCFA-2011-C-0240 OY4,0.000000000000000,Base Period,,FA0,METROPOLITAN POLICE DEPARTMENT,Competitive Sealed Bid (IFB),Requirements,Open,121107,2015-03-24T16:24:00.000Z,Expired,2014-06-26T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Peter Kern,Deborah White,"HOLDER ENTERPRISES, INC.",,9523000 : Delivered Meals (Including Shelf Stable Meals),,2018-07-12T16:10:47.000Z,7376
CW25286,Howard University Hospital    WIC Nutrition Services,4.000000000000000,Option 1,,HC0,DEPARTMENT OF HEALTH,Human Care Agreements,Firm Fixed Price,Open,400000,2015-04-09T18:14:00.000Z,Expired,2013-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Stephanie Morgan,Hakima Muhammad,HOWARD UNIVERSITY HOSPITAL,,9483200 : Dietician Services,,2018-07-12T16:10:47.000Z,7377
CW35139,Human Resources - Canon,5.000000000000000,Option 1,,BE0,D.C. DEPARTMENT OF HUMAN RESOURCES,GSA (Federal Supply Schedule),Firm Fixed Price,Open,59539.68,2015-09-10T13:13:00.000Z,Expired,2014-04-30T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Heather Reynolds,Heather Reynolds,CANON FINANCIAL SERVICES,,"2047958 : PRINTERS, DIGITAL",,2018-07-12T16:10:47.000Z,7378
CW14616,IT - Comphrehensive Attendance Administration and Security System (CAASS),4.000000000000000,Option 3,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Exempt From Competition,Firm Fixed Price,Open,764309,2015-04-15T16:09:00.000Z,Expired,2012-04-04T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Emily Busch,Chi Hui Yi,Access411,,"9204520 : MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",,2018-07-12T16:10:47.000Z,7379
CW18688,IT - Employment Verification Services  - TALX Corp,4.000000000000000,Option 2,,JA0,DEPARTMENT OF HUMAN SERVICES,GSA (Federal Supply Schedule),Firm Fixed Price,Open,252000,2017-02-10T19:23:00.000Z,Expired,2012-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Chi Hui Yi,Wendell Atkinson,TALX,,"9204520 : MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",,2018-07-12T16:10:47.000Z,7380
CW15429,IT - IBM Z10 Hardware maintenance,4.000000000000000,Option 3,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,25843,2015-10-16T19:51:00.000Z,Expired,2012-05-31T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,Chi Hui Yi,Priscilla Mack,MAINLINE INFORMATION SYSTEMS,,"9204520 : MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",,2018-07-12T16:10:47.000Z,7381
CW32182,"Innovative Costing Solutions, LLC OY2 FY15",0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Sole Source,Firm Fixed Price,Open,154062.62,2014-10-22T04:00:00.000Z,Expired,2012-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2015-03-31T00:00:00.000Z,T. Nicole Starwood,Janice Parker Watson,"Innovative Costing Solutions, LLC",,9180400 : Accounting/Auditing/Budget Consulting,,2018-07-12T16:10:47.000Z,7382
